Date,Open,High,Low,Close,Adj Close,Volume
1989-11-06,0.388393,0.392857,0.383929,0.386161,0.306329,123088000
1989-11-07,0.386161,0.397321,0.386161,0.392857,0.311641,151323200
1989-11-08,0.395089,0.404018,0.395089,0.401786,0.318724,142632000
1989-11-09,0.401786,0.410714,0.397321,0.410714,0.325806,88188800
1989-11-10,0.408482,0.419643,0.408482,0.417411,0.331119,64859200
1989-11-13,0.415179,0.421875,0.415179,0.415179,0.329348,68017600
1989-11-14,0.415179,0.417411,0.397321,0.399554,0.316953,84380800
1989-11-15,0.401786,0.404018,0.392857,0.395089,0.313411,97787200
1989-11-16,0.397321,0.399554,0.390625,0.399554,0.316953,96566400
1989-11-17,0.397321,0.404018,0.397321,0.399554,0.317734,88558400
1989-11-20,0.401786,0.406250,0.397321,0.404018,0.321284,108068800
1989-11-21,0.404018,0.415179,0.404018,0.404018,0.321284,140246400
1989-11-22,0.406250,0.408482,0.397321,0.399554,0.317734,97944000
1989-11-24,0.399554,0.401786,0.399554,0.399554,0.317734,27854400
1989-11-27,0.399554,0.404018,0.390625,0.392857,0.312409,105145600
1989-11-28,0.390625,0.395089,0.381696,0.393973,0.313296,135374400
1989-11-29,0.388393,0.395089,0.379464,0.392857,0.312409,152947200
1989-11-30,0.390625,0.397321,0.388393,0.395089,0.314184,63448000
1989-12-01,0.397321,0.401786,0.389509,0.392857,0.312409,146227200
1989-12-04,0.390625,0.406250,0.390625,0.404018,0.321284,97361600
1989-12-05,0.404018,0.408482,0.397321,0.401786,0.319509,121766400
1989-12-06,0.401786,0.404018,0.366071,0.381696,0.303533,334980800
1989-12-07,0.377232,0.386161,0.375000,0.381696,0.303533,178416000
1989-12-08,0.379464,0.383929,0.368304,0.372768,0.296433,252582400
1989-12-11,0.366071,0.370536,0.342634,0.350446,0.278683,650014400
1989-12-12,0.350446,0.352679,0.312500,0.321429,0.255607,1025416000
1989-12-13,0.321429,0.325893,0.316964,0.321429,0.255607,389760000
1989-12-14,0.319196,0.322545,0.308036,0.311384,0.247619,304752000
1989-12-15,0.310268,0.312500,0.290179,0.301339,0.239631,518168000
1989-12-18,0.301339,0.312500,0.301339,0.310268,0.246732,307204800
1989-12-19,0.308036,0.316964,0.308036,0.312500,0.248507,251193600
1989-12-20,0.319196,0.323661,0.314732,0.319196,0.253832,177990400
1989-12-21,0.319196,0.323661,0.316964,0.323661,0.257382,304808000
1989-12-22,0.323661,0.332589,0.321429,0.325893,0.259157,184587200
1989-12-26,0.328125,0.328125,0.314732,0.316964,0.252057,135284800
1989-12-27,0.316964,0.319196,0.312500,0.313616,0.249394,257006400
1989-12-28,0.312500,0.314732,0.305804,0.309152,0.245844,151256000
1989-12-29,0.310268,0.319196,0.306920,0.314732,0.250282,152409600
1990-01-02,0.314732,0.334821,0.312500,0.332589,0.264482,183198400
1990-01-03,0.339286,0.339286,0.334821,0.334821,0.266257,207995200
1990-01-04,0.341518,0.345982,0.332589,0.335938,0.267145,221513600
1990-01-05,0.337054,0.341518,0.330357,0.337054,0.268033,123312000
1990-01-08,0.334821,0.339286,0.330357,0.339286,0.269808,101572800
1990-01-09,0.339286,0.339286,0.330357,0.335938,0.267145,86139200
1990-01-10,0.335938,0.335938,0.319196,0.321429,0.255607,199718400
1990-01-11,0.323661,0.323661,0.308036,0.308036,0.244957,211052800
1990-01-12,0.305804,0.310268,0.301339,0.308036,0.244957,171897600
1990-01-15,0.308036,0.319196,0.305804,0.305804,0.243182,161739200
1990-01-16,0.299107,0.312500,0.292411,0.311384,0.247619,214244800
1990-01-17,0.310268,0.310268,0.294643,0.296875,0.236081,197299200
1990-01-18,0.294643,0.299107,0.287946,0.289063,0.229869,273291200
1990-01-19,0.301339,0.308036,0.299107,0.305804,0.243182,265137600
1990-01-22,0.303571,0.308036,0.296875,0.296875,0.236081,145611200
1990-01-23,0.301339,0.305804,0.294643,0.301339,0.239631,140873600
1990-01-24,0.290179,0.305804,0.287946,0.303571,0.241406,169792000
1990-01-25,0.305804,0.310268,0.303571,0.304688,0.242295,111540800
1990-01-26,0.303571,0.303571,0.287946,0.292411,0.232532,181249600
1990-01-29,0.294643,0.299107,0.286830,0.296875,0.236081,119929600
1990-01-30,0.296875,0.308036,0.294643,0.303571,0.241406,116446400
1990-01-31,0.308036,0.310268,0.294643,0.303571,0.241406,143942400
1990-02-01,0.308036,0.309152,0.299107,0.300223,0.238744,117073600
1990-02-02,0.296875,0.310268,0.296875,0.305804,0.243182,118473600
1990-02-05,0.305804,0.314732,0.303571,0.312500,0.248507,101752000
1990-02-06,0.310268,0.312500,0.303571,0.310268,0.246732,73920000
1990-02-07,0.294643,0.303571,0.290179,0.296875,0.236081,312446400
1990-02-08,0.296875,0.299107,0.287946,0.294643,0.234307,186636800
1990-02-09,0.299107,0.308036,0.296875,0.305804,0.243182,168078400
1990-02-12,0.305804,0.308036,0.301339,0.303571,0.241406,74916800
1990-02-13,0.303571,0.312500,0.301339,0.308036,0.244957,102166400
1990-02-14,0.308036,0.310268,0.301339,0.305804,0.243182,96062400
1990-02-15,0.301339,0.305804,0.299107,0.305804,0.243182,97966400
1990-02-16,0.305804,0.308036,0.301339,0.301339,0.240403,127209600
1990-02-20,0.299107,0.301339,0.294643,0.299107,0.238623,123244800
1990-02-21,0.292411,0.305804,0.290179,0.303571,0.242184,175907200
1990-02-22,0.303571,0.308036,0.294643,0.294643,0.235062,195182400
1990-02-23,0.292411,0.299107,0.292411,0.296875,0.236842,149956800
1990-02-26,0.294643,0.305804,0.294643,0.303571,0.242184,79609600
1990-02-27,0.303571,0.305804,0.299107,0.299107,0.238623,73953600
1990-02-28,0.299107,0.303571,0.296875,0.303571,0.242184,109334400
1990-03-01,0.299107,0.310268,0.296875,0.305804,0.243965,203896000
1990-03-02,0.299107,0.310268,0.296875,0.301339,0.240403,104899200
1990-03-05,0.299107,0.310268,0.299107,0.308036,0.245746,182470400
1990-03-06,0.312500,0.314732,0.308036,0.314732,0.251088,156016000
1990-03-07,0.312500,0.321429,0.312500,0.315848,0.251979,204220800
1990-03-08,0.319196,0.330357,0.312500,0.328125,0.261773,223843200
1990-03-09,0.328125,0.334821,0.323661,0.329241,0.262663,230473600
1990-03-12,0.332589,0.334821,0.323661,0.327009,0.260882,163956800
1990-03-13,0.325893,0.332589,0.323661,0.329241,0.262663,148579200
1990-03-14,0.328125,0.332589,0.325893,0.330357,0.263553,101785600
1990-03-15,0.325893,0.339286,0.325893,0.328125,0.261773,120232000
1990-03-16,0.357143,0.363839,0.349330,0.359375,0.286704,644761600
1990-03-19,0.361607,0.379464,0.357143,0.378348,0.301840,431793600
1990-03-20,0.377232,0.383929,0.363839,0.369420,0.294717,391316800
1990-03-21,0.368304,0.377232,0.368304,0.371652,0.296498,152734400
1990-03-22,0.372768,0.377232,0.363839,0.363839,0.290265,231660800
1990-03-23,0.368304,0.383929,0.366071,0.377232,0.300950,227987200
1990-03-26,0.379464,0.387277,0.375000,0.377232,0.300950,128060800
1990-03-27,0.375000,0.377232,0.368304,0.375000,0.299169,84604800
1990-03-28,0.375000,0.376116,0.366071,0.368304,0.293827,102939200
1990-03-29,0.366071,0.370536,0.363839,0.367188,0.292937,96891200
1990-03-30,0.357143,0.366071,0.357143,0.359375,0.286704,223350400
1990-04-02,0.357143,0.362723,0.352679,0.359375,0.286704,148769600
1990-04-03,0.361607,0.372768,0.361607,0.372768,0.297388,139708800
1990-04-04,0.370536,0.375000,0.363839,0.368304,0.293827,149732800
1990-04-05,0.366071,0.368304,0.357143,0.359375,0.286704,108192000
1990-04-06,0.359375,0.368304,0.354911,0.356027,0.284033,118238400
1990-04-09,0.354911,0.370536,0.352679,0.367188,0.292937,105481600
1990-04-10,0.368304,0.375000,0.366071,0.368304,0.293827,131320000
1990-04-11,0.370536,0.383929,0.370536,0.379464,0.302730,213158400
1990-04-12,0.383929,0.392857,0.379464,0.386161,0.308073,211803200
1990-04-16,0.388393,0.395089,0.386161,0.390625,0.311634,226889600
1990-04-17,0.386161,0.388393,0.381696,0.386161,0.308073,131107200
1990-04-18,0.386161,0.390625,0.379464,0.386161,0.308073,193446400
1990-04-19,0.372768,0.385045,0.357143,0.359375,0.286704,481476800
1990-04-20,0.364955,0.370536,0.354911,0.359375,0.286704,323523200
1990-04-23,0.359375,0.361607,0.352679,0.354911,0.283142,128352000
1990-04-24,0.357143,0.361607,0.343750,0.345982,0.276019,303732800
1990-04-25,0.345982,0.348214,0.341518,0.345982,0.276019,132574400
1990-04-26,0.348214,0.352679,0.340402,0.347098,0.276909,142161600
1990-04-27,0.348214,0.352679,0.345982,0.349330,0.278690,116412800
1990-04-30,0.350446,0.354911,0.348214,0.351563,0.280471,136393600
1990-05-01,0.354911,0.357143,0.351563,0.353795,0.282252,163609600
1990-05-02,0.354911,0.357143,0.350446,0.354911,0.283142,135430400
1990-05-03,0.354911,0.359375,0.354911,0.357143,0.284923,166308800
1990-05-04,0.357143,0.363839,0.350446,0.357143,0.284923,169534400
1990-05-07,0.354911,0.372768,0.354911,0.370536,0.295608,135990400
1990-05-08,0.366071,0.375000,0.366071,0.372768,0.297388,112459200
1990-05-09,0.371652,0.375000,0.368304,0.373884,0.298279,97238400
1990-05-10,0.372768,0.372768,0.361607,0.369420,0.294717,179043200
1990-05-11,0.369420,0.381696,0.363839,0.380580,0.303621,215241600
1990-05-14,0.381696,0.381696,0.368304,0.372768,0.297388,226385600
1990-05-15,0.369420,0.375000,0.366071,0.372768,0.297388,149385600
1990-05-16,0.372768,0.372768,0.366071,0.371652,0.296498,87304000
1990-05-17,0.372768,0.377232,0.366071,0.370536,0.295608,153585600
1990-05-18,0.368304,0.370536,0.352679,0.354911,0.283142,258462400
1990-05-21,0.352679,0.357143,0.345982,0.352679,0.282142,262483200
1990-05-22,0.358259,0.370536,0.357143,0.369420,0.295535,301089600
1990-05-23,0.368304,0.379464,0.368304,0.375000,0.299999,207513600
1990-05-24,0.377232,0.377232,0.370536,0.375000,0.299999,148131200
1990-05-25,0.352679,0.363839,0.348214,0.357143,0.285713,323321600
1990-05-29,0.357143,0.368304,0.350446,0.366071,0.292856,243208000
1990-05-30,0.371652,0.372768,0.368304,0.369420,0.295535,276819200
1990-05-31,0.370536,0.370536,0.366071,0.368304,0.294642,103084800
1990-06-01,0.369420,0.375000,0.363839,0.363839,0.291070,157236800
1990-06-04,0.363839,0.366071,0.354911,0.363839,0.291070,179424000
1990-06-05,0.366071,0.366071,0.348214,0.352679,0.282142,299432000
1990-06-06,0.348214,0.352679,0.345982,0.352679,0.282142,211747200
1990-06-07,0.352679,0.354911,0.343750,0.348214,0.278570,186435200
1990-06-08,0.343750,0.343750,0.334821,0.341518,0.273213,333883200
1990-06-11,0.337054,0.348214,0.337054,0.348214,0.278570,157897600
1990-06-12,0.349330,0.361607,0.345982,0.361607,0.289285,165032000
1990-06-13,0.360491,0.363839,0.354911,0.354911,0.283928,138947200
1990-06-14,0.357143,0.359375,0.350446,0.354911,0.283928,140324800
1990-06-15,0.354911,0.357143,0.349330,0.352679,0.282142,144144000
1990-06-18,0.350446,0.352679,0.348214,0.350446,0.280356,111395200
1990-06-19,0.348214,0.354911,0.342634,0.353795,0.283035,157225600
1990-06-20,0.356027,0.359375,0.354911,0.357143,0.285713,154739200
1990-06-21,0.357143,0.375000,0.357143,0.373884,0.299106,208600000
1990-06-22,0.375000,0.380580,0.368304,0.370536,0.296428,283976000
1990-06-25,0.370536,0.372768,0.359375,0.368304,0.294642,122001600
1990-06-26,0.372768,0.375000,0.360491,0.362723,0.290178,127254400
1990-06-27,0.363839,0.375000,0.359375,0.370536,0.296428,97227200
1990-06-28,0.381696,0.386161,0.372768,0.383929,0.307142,249939200
1990-06-29,0.383929,0.400670,0.381696,0.399554,0.319642,325192000
1990-07-02,0.397321,0.397321,0.390625,0.392857,0.314285,135408000
1990-07-03,0.391741,0.397321,0.390625,0.392857,0.314285,99500800
1990-07-05,0.390625,0.395089,0.386161,0.388393,0.310713,107464000
1990-07-06,0.388393,0.401786,0.386161,0.399554,0.319642,209059200
1990-07-09,0.401786,0.419643,0.399554,0.416295,0.333035,315459200
1990-07-10,0.419643,0.424107,0.417411,0.419643,0.335713,361424000
1990-07-11,0.417411,0.419643,0.408482,0.419643,0.335713,246153600
1990-07-12,0.417411,0.424107,0.415179,0.422991,0.338392,182470400
1990-07-13,0.424107,0.426339,0.417411,0.417411,0.333928,230977600
1990-07-16,0.417411,0.420759,0.404018,0.407366,0.325892,179704000
1990-07-17,0.408482,0.410714,0.392857,0.395089,0.316070,136852800
1990-07-18,0.397321,0.401786,0.383929,0.398438,0.318749,288366400
1990-07-19,0.363839,0.379464,0.357143,0.372768,0.298213,585984000
1990-07-20,0.375000,0.379464,0.363839,0.366071,0.292856,191844800
1990-07-23,0.366071,0.372768,0.357143,0.370536,0.296428,270188800
1990-07-24,0.375000,0.377232,0.366071,0.376116,0.300892,193916800
1990-07-25,0.375000,0.386161,0.372768,0.377232,0.301785,104921600
1990-07-26,0.377232,0.379464,0.366071,0.369420,0.295535,80337600
1990-07-27,0.368304,0.372768,0.361607,0.369420,0.295535,62316800
1990-07-30,0.363839,0.379464,0.363839,0.378348,0.302678,85456000
1990-07-31,0.379464,0.381696,0.370536,0.375000,0.299999,96006400
1990-08-01,0.375000,0.381696,0.370536,0.378348,0.302678,93508800
1990-08-02,0.368304,0.390625,0.368304,0.388393,0.310713,223126400
1990-08-03,0.388393,0.390625,0.354911,0.368304,0.294642,268968000
1990-08-06,0.348214,0.361607,0.343750,0.352679,0.282142,179659200
1990-08-07,0.359375,0.362723,0.345982,0.352679,0.282142,198531200
1990-08-08,0.352679,0.363839,0.352679,0.358259,0.286606,102536000
1990-08-09,0.359375,0.361607,0.350446,0.352679,0.282142,96387200
1990-08-10,0.345982,0.350446,0.341518,0.345982,0.276785,102704000
1990-08-13,0.339286,0.357143,0.338170,0.356027,0.284821,156116800
1990-08-14,0.357143,0.357143,0.350446,0.354911,0.283928,98168000
1990-08-15,0.357143,0.359375,0.350446,0.350446,0.280356,92052800
1990-08-16,0.348214,0.353795,0.343750,0.343750,0.274999,123894400
1990-08-17,0.343750,0.343750,0.319196,0.325893,0.260714,246108800
1990-08-20,0.325893,0.334821,0.323661,0.328125,0.263293,75062400
1990-08-21,0.319196,0.328125,0.314732,0.323661,0.259711,161044800
1990-08-22,0.330357,0.330357,0.311384,0.313616,0.251650,122718400
1990-08-23,0.305804,0.312500,0.299107,0.308036,0.247173,143696000
1990-08-24,0.314732,0.321429,0.310268,0.316964,0.254337,73416000
1990-08-27,0.328125,0.339286,0.323661,0.337054,0.270457,117465600
1990-08-28,0.334821,0.342634,0.332589,0.340402,0.273144,80192000
1990-08-29,0.339286,0.340402,0.328125,0.332589,0.266874,150931200
1990-08-30,0.332589,0.334821,0.321429,0.323661,0.259711,122595200
1990-08-31,0.321429,0.332589,0.321429,0.330357,0.265084,99456000
1990-09-04,0.325893,0.334821,0.325893,0.330357,0.265084,82745600
1990-09-05,0.332589,0.332589,0.319196,0.321429,0.257920,64052800
1990-09-06,0.316964,0.321429,0.314732,0.319196,0.256128,87628800
1990-09-07,0.316964,0.328125,0.313616,0.324777,0.260606,58172800
1990-09-10,0.330357,0.330357,0.319196,0.319196,0.256128,75980800
1990-09-11,0.321429,0.322545,0.301339,0.303571,0.243590,178270400
1990-09-12,0.308036,0.308036,0.299107,0.303571,0.243590,100408000
1990-09-13,0.308036,0.310268,0.294643,0.301339,0.241799,97260800
1990-09-14,0.299107,0.305804,0.296875,0.303571,0.243590,113915200
1990-09-17,0.303571,0.314732,0.299107,0.301339,0.241799,77672000
1990-09-18,0.301339,0.301339,0.294643,0.297991,0.239112,124611200
1990-09-19,0.296875,0.301339,0.285714,0.290179,0.232844,182459200
1990-09-20,0.287946,0.287946,0.279018,0.282366,0.226575,100934400
1990-09-21,0.285714,0.290179,0.276786,0.281250,0.225679,153865600
1990-09-24,0.281250,0.281250,0.265625,0.270089,0.216724,138499200
1990-09-25,0.272321,0.274554,0.261161,0.267857,0.214933,157953600
1990-09-26,0.267857,0.272321,0.265625,0.265625,0.213142,94136000
1990-09-27,0.267857,0.272321,0.250000,0.252232,0.202395,142340800
1990-09-28,0.254464,0.258929,0.243304,0.258929,0.207769,176041600
1990-10-01,0.263393,0.276786,0.261161,0.272321,0.218514,155657600
1990-10-02,0.276786,0.285714,0.263393,0.264509,0.212246,270984000
1990-10-03,0.265625,0.265625,0.238839,0.241071,0.193439,268240000
1990-10-04,0.238839,0.250000,0.234375,0.250000,0.200604,213494400
1990-10-05,0.241071,0.256696,0.241071,0.250000,0.200604,99489600
1990-10-08,0.256696,0.261161,0.252232,0.260045,0.208664,61532800
1990-10-09,0.254464,0.258929,0.247768,0.250000,0.200604,120579200
1990-10-10,0.243304,0.250000,0.232143,0.236607,0.189857,147907200
1990-10-11,0.238839,0.248884,0.227679,0.247768,0.198813,205979200
1990-10-12,0.252232,0.254464,0.241071,0.252232,0.202395,228648000
1990-10-15,0.254464,0.256696,0.237723,0.247768,0.198813,201017600
1990-10-16,0.245536,0.245536,0.216518,0.223214,0.179110,305233600
1990-10-17,0.225446,0.236607,0.223214,0.236607,0.189857,309064000
1990-10-18,0.236607,0.256696,0.236607,0.254464,0.204186,315000000
1990-10-19,0.279018,0.283482,0.270089,0.280134,0.224784,933732800
1990-10-22,0.281250,0.281250,0.272321,0.277902,0.222993,252739200
1990-10-23,0.276786,0.281250,0.270089,0.276786,0.222097,167048000
1990-10-24,0.274554,0.276786,0.267857,0.272321,0.218514,141825600
1990-10-25,0.270089,0.279018,0.264509,0.267857,0.214933,153462400
1990-10-26,0.265625,0.279018,0.265625,0.267857,0.214933,134198400
1990-10-29,0.270089,0.272321,0.265625,0.266741,0.214037,123480000
1990-10-30,0.265625,0.274554,0.257813,0.271205,0.217619,98044800
1990-10-31,0.272321,0.284598,0.270089,0.274554,0.220306,148758400
1990-11-01,0.272321,0.276786,0.265625,0.272321,0.218514,90652800
1990-11-02,0.272321,0.289063,0.272321,0.283482,0.227470,148612800
1990-11-05,0.287946,0.299107,0.285714,0.296875,0.238217,184475200
1990-11-06,0.299107,0.308036,0.296875,0.299107,0.240008,184766400
1990-11-07,0.299107,0.301339,0.291295,0.296875,0.238217,202977600
1990-11-08,0.294643,0.312500,0.294643,0.308036,0.247173,199248000
1990-11-09,0.312500,0.319196,0.308036,0.316964,0.254337,198228800
1990-11-12,0.316964,0.328125,0.314732,0.323661,0.259711,145051200
1990-11-13,0.323661,0.325893,0.319196,0.321429,0.257920,141948800
1990-11-14,0.319196,0.332589,0.319196,0.330357,0.265084,190747200
1990-11-15,0.328125,0.330357,0.316964,0.321429,0.257920,161772800
1990-11-16,0.319196,0.321429,0.310268,0.313616,0.252492,183008000
1990-11-19,0.316964,0.324777,0.314732,0.324777,0.261477,223910400
1990-11-20,0.325893,0.328125,0.314732,0.316964,0.255187,153630400
1990-11-21,0.314732,0.323661,0.310268,0.322545,0.259680,123211200
1990-11-23,0.323661,0.330357,0.321429,0.324777,0.261477,53200000
1990-11-26,0.321429,0.330357,0.321429,0.328125,0.264173,81457600
1990-11-27,0.330357,0.341518,0.328125,0.334821,0.269564,164584000
1990-11-28,0.337054,0.343750,0.328125,0.328125,0.264173,174910400
1990-11-29,0.330357,0.330357,0.323661,0.328125,0.264173,126705600
1990-11-30,0.323661,0.332589,0.323661,0.328125,0.264173,121508800
1990-12-03,0.332589,0.341518,0.330357,0.340402,0.274057,165401600
1990-12-04,0.334821,0.345982,0.334821,0.343750,0.276752,152152000
1990-12-05,0.343750,0.359375,0.338170,0.358259,0.288434,218388800
1990-12-06,0.368304,0.372768,0.361607,0.368304,0.296521,532246400
1990-12-07,0.366071,0.381696,0.366071,0.379464,0.305506,329660800
1990-12-10,0.377232,0.379464,0.370536,0.372768,0.300115,250588800
1990-12-11,0.368304,0.370536,0.357143,0.357143,0.287535,347883200
1990-12-12,0.354911,0.357143,0.348214,0.353795,0.284840,242356800
1990-12-13,0.352679,0.366071,0.352679,0.363839,0.292926,160731200
1990-12-14,0.359375,0.361607,0.352679,0.356027,0.286637,87068800
1990-12-17,0.348214,0.361607,0.348214,0.358259,0.288434,131107200
1990-12-18,0.366071,0.379464,0.363839,0.377232,0.303709,220987200
1990-12-19,0.379464,0.379464,0.367188,0.373884,0.301013,140660800
1990-12-20,0.368304,0.397321,0.368304,0.392857,0.316288,401072000
1990-12-21,0.395089,0.404018,0.388393,0.401786,0.323477,346136000
1990-12-24,0.399554,0.401786,0.392857,0.392857,0.316288,58721600
1990-12-26,0.392857,0.395089,0.383929,0.390625,0.314491,103073600
1990-12-27,0.386161,0.392857,0.386161,0.388393,0.312694,97652800
1990-12-28,0.386161,0.388393,0.381696,0.383929,0.309101,63929600
1990-12-31,0.383929,0.386161,0.381696,0.383929,0.309101,44273600
1991-01-02,0.381696,0.392857,0.375000,0.388393,0.312694,154985600
1991-01-03,0.388393,0.395089,0.383929,0.383929,0.309101,150180800
1991-01-04,0.383929,0.395089,0.383929,0.386161,0.310897,141523200
1991-01-07,0.383929,0.404018,0.383929,0.386161,0.310897,310800000
1991-01-08,0.390625,0.391741,0.379464,0.386161,0.310897,218691200
1991-01-09,0.395089,0.410714,0.390625,0.404018,0.325274,467264000
1991-01-10,0.408482,0.421875,0.408482,0.420759,0.338752,435321600
1991-01-11,0.419643,0.421875,0.410714,0.419643,0.337854,307652800
1991-01-14,0.410714,0.417411,0.410714,0.412946,0.332462,210840000
1991-01-15,0.415179,0.417411,0.410714,0.417411,0.336057,192057600
1991-01-16,0.419643,0.446429,0.417411,0.444196,0.357621,390633600
1991-01-17,0.468750,0.470982,0.437500,0.457589,0.368404,591673600
1991-01-18,0.435268,0.453125,0.433036,0.448661,0.361216,943241600
1991-01-21,0.444196,0.459821,0.444196,0.453125,0.364810,324307200
1991-01-22,0.455357,0.468750,0.450893,0.457589,0.368404,427728000
1991-01-23,0.457589,0.466518,0.455357,0.462054,0.371999,244260800
1991-01-24,0.459821,0.470982,0.459821,0.465402,0.374694,233934400
1991-01-25,0.464286,0.478795,0.464286,0.477679,0.384578,223809600
1991-01-28,0.475446,0.493304,0.475446,0.486607,0.391766,273481600
1991-01-29,0.484375,0.486607,0.466518,0.479911,0.386375,215555200
1991-01-30,0.475446,0.497768,0.475446,0.495536,0.398955,336772800
1991-01-31,0.495536,0.500000,0.488839,0.495536,0.398955,242592000
1991-02-01,0.495536,0.516741,0.495536,0.497768,0.400752,444550400
1991-02-04,0.497768,0.500000,0.491071,0.493304,0.397158,267848000
1991-02-05,0.493304,0.517857,0.488839,0.515625,0.415129,356115200
1991-02-06,0.515625,0.520089,0.504464,0.507813,0.408839,222566400
1991-02-07,0.508929,0.524554,0.497768,0.515625,0.415129,520172800
1991-02-08,0.513393,0.537946,0.513393,0.534598,0.430404,313555200
1991-02-11,0.535714,0.549107,0.533482,0.547991,0.441186,323030400
1991-02-12,0.544643,0.546875,0.530134,0.535714,0.431302,224750400
1991-02-13,0.535714,0.537946,0.517857,0.535714,0.431302,255550400
1991-02-14,0.535714,0.535714,0.506696,0.510045,0.410636,377675200
1991-02-15,0.511161,0.522321,0.511161,0.514509,0.415102,365612800
1991-02-19,0.513393,0.537946,0.512277,0.535714,0.432210,226251200
1991-02-20,0.531250,0.551339,0.529018,0.544643,0.439414,213640000
1991-02-21,0.546875,0.555804,0.524554,0.526786,0.425007,190870400
1991-02-22,0.526786,0.551339,0.522321,0.533482,0.430409,232568000
1991-02-25,0.537946,0.540179,0.513393,0.517857,0.417803,359273600
1991-02-26,0.513393,0.524554,0.504464,0.520089,0.419604,250017600
1991-02-27,0.520089,0.522321,0.513393,0.520089,0.419604,174372800
1991-02-28,0.520089,0.522321,0.502232,0.511161,0.412401,227360000
1991-03-01,0.508929,0.526786,0.508929,0.515625,0.416002,126134400
1991-03-04,0.517857,0.524554,0.508929,0.521205,0.420504,88356800
1991-03-05,0.526786,0.564732,0.526786,0.563616,0.454721,441448000
1991-03-06,0.571429,0.585938,0.561384,0.562500,0.453820,523958400
1991-03-07,0.566964,0.602679,0.564732,0.600446,0.484435,321753600
1991-03-08,0.604911,0.609375,0.580357,0.580357,0.468228,322201600
1991-03-11,0.575893,0.578125,0.555804,0.566964,0.457422,175369600
1991-03-12,0.562500,0.569196,0.558036,0.561384,0.452920,233676800
1991-03-13,0.560268,0.593750,0.560268,0.591518,0.477232,174552000
1991-03-14,0.595982,0.602679,0.575893,0.582589,0.470028,227068800
1991-03-15,0.587054,0.593750,0.582589,0.591518,0.477232,204836800
1991-03-18,0.587054,0.609375,0.587054,0.604911,0.488037,214009600
1991-03-19,0.593750,0.627232,0.587054,0.620536,0.500643,422195200
1991-03-20,0.618304,0.620536,0.597098,0.604911,0.488037,361704000
1991-03-21,0.609375,0.613839,0.569196,0.578125,0.466426,296800000
1991-03-22,0.571429,0.578125,0.555804,0.564732,0.455621,338128000
1991-03-25,0.566964,0.580357,0.564732,0.575893,0.464626,135856000
1991-03-26,0.578125,0.627232,0.578125,0.625000,0.504245,333625600
1991-03-27,0.625000,0.627232,0.611607,0.618304,0.498843,190220800
1991-03-28,0.618304,0.625000,0.604911,0.607143,0.489838,78702400
1991-04-01,0.607143,0.620536,0.602679,0.611607,0.493440,117924800
1991-04-02,0.616071,0.649554,0.611607,0.649554,0.524055,292924800
1991-04-03,0.647321,0.649554,0.625000,0.625000,0.504245,240128000
1991-04-04,0.625000,0.642857,0.620536,0.638393,0.515051,168436800
1991-04-05,0.640625,0.640625,0.613839,0.619420,0.499743,155411200
1991-04-08,0.618304,0.625000,0.613839,0.625000,0.504245,72475200
1991-04-09,0.622768,0.625000,0.609375,0.613839,0.495240,119448000
1991-04-10,0.611607,0.618304,0.595982,0.597098,0.481734,216406400
1991-04-11,0.604911,0.637277,0.602679,0.633929,0.511449,355588800
1991-04-12,0.638393,0.654018,0.622768,0.640625,0.516851,367718400
1991-04-15,0.551339,0.575893,0.535714,0.555804,0.448418,1700384000
1991-04-16,0.564732,0.575893,0.558036,0.573661,0.462825,620782400
1991-04-17,0.580357,0.580357,0.553571,0.564732,0.455621,322403200
1991-04-18,0.560268,0.562500,0.542411,0.544643,0.439414,247363200
1991-04-19,0.544643,0.549107,0.531250,0.532366,0.429508,287302400
1991-04-22,0.531250,0.553571,0.524554,0.549107,0.443015,257017600
1991-04-23,0.555804,0.562500,0.537946,0.549107,0.443015,237294400
1991-04-24,0.551339,0.553571,0.540179,0.542411,0.437613,105448000
1991-04-25,0.533482,0.533482,0.522321,0.522321,0.421405,315380800
1991-04-26,0.522321,0.526786,0.515625,0.523438,0.422306,125059200
1991-04-29,0.522321,0.537946,0.520089,0.520089,0.419604,206707200
1991-04-30,0.515625,0.520089,0.486607,0.491071,0.396192,711446400
1991-05-01,0.428571,0.437500,0.419643,0.421875,0.340365,1868372800
1991-05-02,0.426339,0.444196,0.424107,0.437500,0.352971,811126400
1991-05-03,0.437500,0.441964,0.430804,0.437500,0.352971,243712000
1991-05-06,0.433036,0.450893,0.430804,0.448661,0.361976,212329600
1991-05-07,0.455357,0.457589,0.450893,0.452009,0.364677,270480000
1991-05-08,0.453125,0.453125,0.439732,0.444196,0.358374,176780800
1991-05-09,0.446429,0.459821,0.444196,0.453125,0.365578,238212800
1991-05-10,0.459821,0.475446,0.453125,0.457589,0.369179,241729600
1991-05-13,0.466518,0.477679,0.459821,0.470982,0.379985,244944000
1991-05-14,0.470982,0.479911,0.468750,0.477679,0.385388,216944000
1991-05-15,0.459821,0.464286,0.437500,0.450893,0.363777,518347200
1991-05-16,0.455357,0.457589,0.433036,0.437500,0.352971,382132800
1991-05-17,0.435268,0.435268,0.415179,0.419643,0.338565,471060800
1991-05-20,0.421875,0.424107,0.392857,0.395089,0.319570,262169600
